dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	successive_ss_avg	successive_ss_std	piA_avg	piA_std	piB_avg	piB_std	pearson_r_pi	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	pearson_r_theta	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	minDivAB_avg	minDivAB_std	maxDivAB_avg	maxDivAB_std	Gmin_avg	Gmin_std	Gmax_avg	Gmax_std	FST_avg	FST_std	pearson_r_divAB_netDivAB	pearson_r_divAB_FST	pearson_r_netDivAB_FST	ss_sf	ss_noSf	noSs_sf	noSs_noSf
57	148.17000	18.16098	0.09000	0.42650	49.96000	8.78171	80.79000	12.56288	17.33000	9.13570	1.30000	1.04403	0.01728	0.00456	0.02190	0.00443	0.51419	0.01897	0.00375	0.02766	0.00447	0.42723	-0.38029	0.52280	-0.85619	0.35149	0.02471	0.00482	0.00512	0.00221	0.01131	0.00323	0.03928	0.00743	0.45845	0.09786	1.59739	0.13506	0.11806	0.04562	0.60187	0.22152	0.89597	5.00000	95.00000	0.00000	0.00000
58	201.65000	26.50410	8.87000	6.96944	84.36000	16.74128	96.39000	18.63164	12.03000	8.74009	1.21000	1.11620	0.02774	0.00746	0.03101	0.00780	0.29288	0.02717	0.00595	0.03056	0.00629	0.29604	0.06056	0.48817	0.04416	0.47727	0.06171	0.01013	0.03233	0.00885	0.04382	0.00916	0.07923	0.01247	0.70869	0.08409	1.28955	0.10257	0.36153	0.08515	0.79901	0.30586	0.81165	85.00000	11.00000	4.00000	0.00000
59	312.55000	26.72915	58.86000	13.02768	85.58000	15.55582	167.94000	21.65217	0.17000	0.70788	0.01000	0.09950	0.02445	0.00570	0.04666	0.00755	-0.05113	0.02417	0.00441	0.04739	0.00613	0.08016	0.03150	0.47008	-0.06735	0.37067	0.12587	0.01351	0.09031	0.01330	0.11156	0.01321	0.14062	0.01369	0.88554	0.02817	1.11887	0.03420	0.56449	0.05129	0.94098	0.51398	0.77180	8.00000	0.00000	92.00000	0.00000
60	275.39000	28.95130	19.77000	11.83119	127.83000	24.94757	113.63000	22.21155	14.16000	10.23887	1.49000	1.22878	0.04181	0.01141	0.03894	0.00985	0.06640	0.04002	0.00831	0.03602	0.00725	0.08534	0.14287	0.50445	0.31147	0.49286	0.09546	0.01371	0.05508	0.01279	0.07426	0.01310	0.11686	0.01580	0.77646	0.06855	1.22778	0.07257	0.41187	0.07881	0.82961	0.35177	0.80952	96.00000	0.00000	4.00000	0.00000
61	245.11000	22.30645	27.18000	6.52745	161.03000	18.47672	56.90000	12.62339	0.00000	0.00000	0.00000	0.00000	0.04263	0.00561	0.01589	0.00435	0.00862	0.04539	0.00521	0.01604	0.00356	0.11616	-0.24965	0.28738	-0.05277	0.55776	0.07667	0.00650	0.04741	0.00586	0.06497	0.00693	0.08924	0.00771	0.84644	0.03656	1.16448	0.04041	0.45415	0.04503	0.83852	0.25990	0.74237	0.00000	0.00000	100.00000	0.00000
62	331.80000	26.46658	51.34000	14.88504	182.69000	23.82885	96.79000	17.97236	0.98000	1.87606	0.10000	0.36056	0.05172	0.00899	0.02792	0.00625	-0.03707	0.05177	0.00677	0.02756	0.00524	-0.04192	-0.01593	0.36148	0.05674	0.48987	0.12645	0.01382	0.08663	0.01411	0.10981	0.01400	0.14352	0.01407	0.86748	0.03717	1.13684	0.03635	0.52599	0.05776	0.92600	0.55323	0.82495	36.00000	0.00000	64.00000	0.00000
63	209.05000	30.66378	3.17000	4.92759	97.08000	22.24126	72.84000	17.92748	35.96000	15.23084	3.20000	1.60624	0.04078	0.00974	0.03424	0.01004	0.16993	0.03750	0.00742	0.03067	0.00736	0.28877	0.35259	0.56944	0.44638	0.63637	0.06448	0.01254	0.02697	0.01012	0.03767	0.01141	0.09044	0.01563	0.58042	0.10844	1.41449	0.13097	0.26816	0.08185	0.79780	0.40398	0.86518	52.00000	48.00000	0.00000	0.00000
64	168.47000	19.76687	19.16000	6.11673	127.30000	17.36692	21.97000	7.60060	0.04000	0.31369	0.00000	0.00000	0.03177	0.00444	0.00634	0.00272	0.10432	0.03589	0.00490	0.00620	0.00216	0.07456	-0.46595	0.29413	0.04598	0.82830	0.05029	0.00762	0.03124	0.00701	0.04067	0.00759	0.06114	0.00859	0.80560	0.05264	1.21963	0.07266	0.45403	0.06346	0.93413	0.55913	0.81348	2.00000	0.00000	98.00000	0.00000
65	259.81000	29.91812	0.00000	0.00000	64.59000	13.08212	69.46000	15.91378	125.76000	25.19330	7.82000	2.88576	0.05359	0.00944	0.05457	0.00925	0.75637	0.05365	0.00833	0.05503	0.00764	0.69011	-0.00683	0.33839	-0.03722	0.36591	0.05790	0.00948	0.00381	0.00250	0.01023	0.00656	0.09578	0.01616	0.17850	0.11054	1.65933	0.13881	0.03470	0.02166	0.40868	0.18070	0.96319	0.00000	100.00000	0.00000	0.00000
66	260.32000	25.66238	0.31000	1.00693	116.61000	19.74685	97.86000	15.97374	45.54000	14.55913	2.58000	1.20150	0.04307	0.00850	0.03971	0.00775	0.35265	0.04571	0.00715	0.04042	0.00639	0.19957	-0.24790	0.37607	-0.08205	0.40426	0.05700	0.00963	0.01561	0.00570	0.03179	0.00702	0.08191	0.01303	0.55807	0.08249	1.44363	0.11430	0.16088	0.04966	0.73416	0.38289	0.90276	14.00000	86.00000	0.00000	0.00000
67	215.77000	23.05596	0.24000	1.22572	57.20000	13.31465	95.14000	20.22623	63.19000	18.25962	4.75000	2.30814	0.03840	0.00792	0.04549	0.00805	0.26655	0.03393	0.00622	0.04463	0.00637	0.27605	0.54050	0.45737	0.07608	0.41229	0.05670	0.00989	0.01476	0.00660	0.02430	0.00833	0.08500	0.01345	0.42764	0.11923	1.50835	0.12436	0.15048	0.05527	0.77331	0.52132	0.93722	6.00000	94.00000	0.00000	0.00000
68	271.03000	33.06764	2.76000	3.60866	149.18000	21.92413	84.83000	16.59401	34.26000	16.00976	2.53000	1.30733	0.05138	0.00932	0.03628	0.00997	0.42313	0.05171	0.00760	0.03357	0.00771	0.41143	-0.03449	0.35135	0.31177	0.53127	0.07317	0.01273	0.02934	0.00842	0.04704	0.01135	0.09749	0.01525	0.63977	0.08693	1.33937	0.08808	0.25525	0.05930	0.77803	0.28736	0.81692	70.00000	30.00000	0.00000	0.00000
69	128.49000	15.75912	1.29000	1.72218	65.24000	9.15655	60.13000	11.21486	1.83000	2.14502	0.07000	0.25515	0.01666	0.00271	0.01567	0.00352	0.18685	0.01890	0.00261	0.01746	0.00335	0.16851	-0.47645	0.36178	-0.41533	0.40015	0.02576	0.00443	0.00959	0.00314	0.01638	0.00438	0.03641	0.00546	0.62921	0.09437	1.42246	0.10768	0.23066	0.05795	0.85012	0.51473	0.88216	35.00000	32.00000	22.00000	11.00000
70	260.87000	21.92699	4.06000	3.31307	145.56000	14.87301	109.62000	17.50930	1.63000	1.86363	0.02000	0.14000	0.03584	0.00411	0.02926	0.00487	0.07319	0.04149	0.00429	0.03136	0.00510	-0.01161	-0.55831	0.25125	-0.26667	0.29988	0.05531	0.00490	0.02276	0.00399	0.04122	0.00495	0.06961	0.00636	0.74460	0.05363	1.25969	0.06053	0.26400	0.04121	0.74368	0.33066	0.87386	58.00000	12.00000	30.00000	0.00000
71	146.57000	16.01141	15.63000	4.71308	24.79000	7.80294	106.15000	14.36898	0.00000	0.00000	0.00000	0.00000	0.00729	0.00303	0.02684	0.00386	-0.16690	0.00699	0.00220	0.02992	0.00405	-0.04726	0.10029	0.84466	-0.41498	0.30689	0.04293	0.00495	0.02587	0.00473	0.03466	0.00532	0.05225	0.00524	0.80483	0.05091	1.22086	0.06614	0.43624	0.05755	0.89335	0.50847	0.83844	0.00000	0.00000	100.00000	0.00000
72	138.21000	13.75085	30.00000	5.35537	1.92000	1.67738	106.29000	14.09631	0.00000	0.00000	0.00000	0.00000	0.00056	0.00059	0.02826	0.00429	0.06856	0.00054	0.00047	0.02996	0.00397	0.11179	0.00684	0.81132	-0.22715	0.36528	0.05464	0.00542	0.04023	0.00521	0.04770	0.00516	0.06204	0.00593	0.87288	0.03496	1.13676	0.04143	0.58861	0.05088	0.91615	0.34738	0.69279	0.00000	0.00000	100.00000	0.00000
73	282.80000	28.29629	17.15000	8.03539	150.72000	22.97872	113.02000	18.36572	1.91000	2.17759	0.19000	0.67372	0.04136	0.00759	0.03215	0.00596	-0.00662	0.04302	0.00665	0.03240	0.00536	0.00458	-0.16631	0.33304	-0.02861	0.37990	0.08154	0.00916	0.04479	0.00818	0.06632	0.00934	0.09700	0.00950	0.81173	0.04469	1.19232	0.05336	0.38430	0.05301	0.85228	0.38830	0.80977	67.00000	0.00000	33.00000	0.00000
74	57.64000	12.01542	23.95000	11.05113	4.47000	2.64369	29.22000	14.34335	0.00000	0.00000	0.00000	0.00000	0.00124	0.00088	0.00868	0.00534	-0.25287	0.00126	0.00075	0.00824	0.00404	-0.09977	-0.10182	0.93516	0.13495	0.98021	0.03499	0.00940	0.03003	0.00974	0.02986	0.00996	0.04081	0.00966	0.84319	0.12206	1.18612	0.16434	0.74777	0.12529	0.96384	0.50654	0.70658	0.00000	0.00000	100.00000	0.00000
75	48.72000	8.89953	0.00000	0.00000	19.58000	5.71521	23.95000	5.42471	5.19000	3.42548	0.51000	0.68549	0.00522	0.00170	0.00542	0.00158	0.62163	0.00698	0.00191	0.00821	0.00201	0.29762	-0.96156	0.57181	-1.33274	0.41827	0.00593	0.00164	0.00061	0.00043	0.00064	0.00074	0.01254	0.00317	0.09869	0.11163	2.15460	0.31492	0.05521	0.03197	0.48788	0.12479	0.89929	0.00000	95.00000	0.00000	5.00000
76	215.42000	26.74217	0.04000	0.24166	86.64000	17.44679	64.10000	14.97298	64.64000	19.70661	4.80000	2.24054	0.04290	0.00843	0.03955	0.00909	0.40199	0.04264	0.00683	0.03629	0.00701	0.47871	0.01512	0.39888	0.35737	0.46032	0.05255	0.00986	0.01133	0.00521	0.02059	0.00682	0.08254	0.01457	0.39497	0.11175	1.58110	0.15233	0.12227	0.04671	0.68647	0.36014	0.91478	3.00000	97.00000	0.00000	0.00000
77	110.48000	16.28894	0.00000	0.00000	28.84000	7.86603	37.21000	8.98699	44.43000	13.09523	4.45000	2.03162	0.02076	0.00570	0.02104	0.00537	0.77373	0.02065	0.00447	0.02301	0.00402	0.64993	-0.00555	0.48355	-0.37835	0.51348	0.02279	0.00559	0.00189	0.00148	0.00282	0.00195	0.04135	0.00899	0.12729	0.08738	1.83371	0.16778	0.04438	0.03268	0.37861	0.11222	0.94405	0.00000	100.00000	0.00000	0.00000
78	201.60000	23.66474	0.00000	0.00000	56.19000	12.38442	58.45000	15.39700	86.96000	18.24879	6.51000	3.08057	0.04128	0.00813	0.04198	0.00782	0.64152	0.04035	0.00617	0.04099	0.00630	0.51405	0.08357	0.42945	0.09175	0.35311	0.04643	0.00848	0.00481	0.00317	0.01047	0.00547	0.07718	0.01336	0.22506	0.10746	1.67113	0.14167	0.05497	0.03256	0.55463	0.32603	0.95556	0.00000	100.00000	0.00000	0.00000
79	128.34000	14.55007	25.35000	6.77255	40.62000	10.72453	62.36000	12.24461	0.01000	0.09950	0.00000	0.00000	0.01154	0.00396	0.01749	0.00422	0.07553	0.01145	0.00302	0.01758	0.00345	0.01344	-0.02638	0.64996	-0.03440	0.45687	0.05243	0.00588	0.03791	0.00601	0.04394	0.00573	0.06127	0.00626	0.83719	0.04094	1.17097	0.04835	0.57309	0.07323	0.87249	0.32669	0.74385	1.00000	0.00000	99.00000	0.00000
80	270.19000	25.90548	68.18000	14.37802	187.89000	27.37769	14.12000	5.84000	0.00000	0.00000	0.00000	0.00000	0.05242	0.00957	0.00402	0.00195	-0.00404	0.05296	0.00772	0.00398	0.00165	-0.01593	-0.05115	0.36487	0.00725	0.78983	0.12053	0.01361	0.09231	0.01386	0.10883	0.01419	0.13353	0.01385	0.90164	0.03148	1.10946	0.03614	0.62558	0.05811	0.93702	0.45606	0.73650	0.00000	0.00000	100.00000	0.00000
81	228.29000	23.58699	4.91000	4.27807	119.59000	19.08355	95.81000	14.81398	7.98000	5.56054	0.66000	0.77743	0.03316	0.00598	0.02846	0.00523	0.00829	0.03596	0.00585	0.02926	0.00473	0.01089	-0.31846	0.34050	-0.10972	0.37386	0.05493	0.00736	0.02412	0.00559	0.03964	0.00654	0.07083	0.00941	0.72092	0.06436	1.29142	0.06916	0.28541	0.05087	0.84486	0.43068	0.84291	88.00000	7.00000	5.00000	0.00000
82	208.76000	30.27511	0.02000	0.19900	54.12000	12.28518	82.31000	18.20148	72.31000	21.62531	5.89000	2.37863	0.04028	0.00919	0.04684	0.01087	0.55087	0.03564	0.00691	0.04358	0.00834	0.62118	0.52971	0.50465	0.29163	0.44540	0.05572	0.01191	0.01216	0.00577	0.02038	0.00791	0.08681	0.01768	0.36631	0.11750	1.56778	0.14931	0.12433	0.04913	0.70535	0.28075	0.85724	1.00000	99.00000	0.00000	0.00000
83	361.33000	28.23935	15.32000	7.75871	178.81000	19.19359	159.56000	22.22535	7.64000	5.85751	0.52000	0.64000	0.05075	0.00713	0.04649	0.00804	0.05633	0.05255	0.00583	0.04713	0.00699	0.05050	-0.14363	0.33101	-0.05978	0.30804	0.09837	0.01087	0.04976	0.00970	0.07996	0.01041	0.11733	0.01189	0.81199	0.04224	1.19465	0.04553	0.34337	0.05132	0.86196	0.48252	0.85744	98.00000	0.00000	2.00000	0.00000
84	146.18000	20.18186	98.77000	17.67702	20.53000	6.88978	26.88000	8.86147	0.00000	0.00000	0.00000	0.00000	0.00560	0.00236	0.00764	0.00311	0.04654	0.00579	0.00194	0.00758	0.00250	0.13666	-0.14459	0.73091	-0.01962	0.69430	0.11143	0.01763	0.10481	0.01761	0.10642	0.01770	0.11733	0.01780	0.95384	0.01643	1.05439	0.02060	0.88852	0.03636	0.99359	0.42464	0.52287	0.00000	0.00000	100.00000	0.00000
85	285.04000	22.38344	27.00000	7.70454	117.58000	19.12965	140.28000	17.45742	0.18000	0.47707	0.00000	0.00000	0.03253	0.00721	0.03786	0.00595	-0.00902	0.03319	0.00540	0.03959	0.00495	-0.04472	-0.10505	0.40984	-0.18335	0.36624	0.09018	0.00783	0.05498	0.00774	0.07559	0.00794	0.10503	0.00905	0.83756	0.03680	1.16546	0.03974	0.44509	0.05352	0.82135	0.34217	0.81576	14.00000	0.00000	86.00000	0.00000
86	215.55000	22.38275	1.03000	1.82458	88.78000	13.70736	103.19000	15.97166	22.55000	10.71669	1.71000	1.17724	0.03048	0.00594	0.03433	0.00650	0.30214	0.03138	0.00504	0.03544	0.00556	0.25885	-0.11799	0.45251	-0.13225	0.39559	0.04940	0.00799	0.01700	0.00532	0.03140	0.00709	0.06785	0.01073	0.63331	0.08509	1.37832	0.10714	0.21062	0.05229	0.78690	0.41847	0.88375	45.00000	55.00000	0.00000	0.00000
87	257.77000	22.70941	55.89000	12.58642	30.59000	8.10444	171.29000	23.20228	0.00000	0.00000	0.00000	0.00000	0.00872	0.00286	0.04704	0.00789	-0.17125	0.00862	0.00228	0.04828	0.00654	-0.24059	0.01263	0.61914	-0.10850	0.35341	0.10681	0.01287	0.07893	0.01231	0.09380	0.01258	0.11954	0.01324	0.87740	0.03434	1.12090	0.03083	0.59056	0.05089	0.95150	0.51771	0.75387	0.00000	0.00000	100.00000	0.00000
88	218.75000	21.58813	33.32000	8.90267	67.55000	14.48611	117.79000	19.76021	0.09000	0.40237	0.00000	0.00000	0.01869	0.00513	0.03175	0.00622	0.10801	0.01907	0.00409	0.03323	0.00560	0.06132	-0.10449	0.50635	-0.17963	0.43443	0.07979	0.00717	0.05457	0.00746	0.06842	0.00681	0.09272	0.00747	0.85738	0.03262	1.16380	0.04153	0.52669	0.06288	0.83269	0.31847	0.78839	6.00000	0.00000	94.00000	0.00000
89	291.52000	27.29010	69.46000	18.28902	71.35000	13.99312	150.43000	26.08228	0.28000	0.81339	0.03000	0.17059	0.01995	0.00462	0.04245	0.00870	0.01438	0.02019	0.00403	0.04248	0.00737	-0.04800	-0.05093	0.50747	-0.00608	0.43666	0.12957	0.01603	0.09838	0.01645	0.11529	0.01660	0.14447	0.01668	0.88805	0.03691	1.11648	0.03370	0.61584	0.06008	0.95380	0.56773	0.78629	14.00000	0.00000	86.00000	0.00000
90	173.39000	19.80904	71.75000	13.72616	75.04000	18.26906	26.60000	8.21949	0.00000	0.00000	0.00000	0.00000	0.02137	0.00651	0.00732	0.00283	0.04239	0.02115	0.00515	0.00750	0.00232	0.07849	0.00457	0.56874	-0.12596	0.70810	0.09891	0.01246	0.08456	0.01264	0.09087	0.01286	0.10763	0.01228	0.91733	0.02926	1.09013	0.03287	0.75064	0.05890	0.95891	0.36126	0.60914	0.00000	0.00000	100.00000	0.00000
91	55.15000	16.97196	34.10000	15.00167	1.92000	1.56000	19.13000	12.36580	0.00000	0.00000	0.00000	0.00000	0.00052	0.00052	0.00556	0.00431	0.10571	0.00054	0.00044	0.00539	0.00349	0.08037	-0.10506	0.94892	-0.01015	1.02005	0.04076	0.01456	0.03773	0.01447	0.03779	0.01468	0.04476	0.01493	0.91838	0.07365	1.11154	0.08635	0.85587	0.09125	0.98855	0.39393	0.51947	0.00000	0.00000	100.00000	0.00000
92	290.14000	30.80423	49.85000	16.87209	144.61000	27.56262	93.04000	19.75749	2.64000	3.57357	0.34000	0.77743	0.04230	0.01032	0.02721	0.00750	0.06301	0.04151	0.00799	0.02697	0.00591	0.02956	0.05057	0.46784	0.01350	0.47600	0.11824	0.01651	0.08349	0.01542	0.10128	0.01631	0.13568	0.01763	0.85524	0.04605	1.14958	0.04297	0.55142	0.06697	0.91768	0.35197	0.69121	66.00000	0.00000	34.00000	0.00000
93	281.62000	25.39283	49.41000	11.40447	82.62000	17.82682	149.40000	21.57452	0.19000	0.67372	0.03000	0.22159	0.02393	0.00633	0.04115	0.00715	0.03466	0.02334	0.00505	0.04216	0.00606	-0.02040	0.08777	0.52732	-0.10375	0.37201	0.10992	0.01074	0.07738	0.01033	0.09647	0.01098	0.12436	0.01130	0.87675	0.03133	1.13273	0.03517	0.54949	0.05308	0.89435	0.32752	0.71344	11.00000	0.00000	89.00000	0.00000
94	270.01000	23.97311	67.15000	12.23468	42.51000	10.77729	160.28000	21.86325	0.07000	0.69649	0.01000	0.09950	0.01208	0.00371	0.04509	0.00826	0.02220	0.01200	0.00305	0.04520	0.00617	0.00134	0.00711	0.60626	-0.01922	0.40972	0.12180	0.01314	0.09322	0.01227	0.10836	0.01270	0.13544	0.01436	0.88925	0.02904	1.11253	0.03086	0.62562	0.04716	0.93774	0.30801	0.61733	1.00000	0.00000	99.00000	0.00000
95	150.52000	16.58462	29.25000	7.62152	99.56000	15.81791	21.71000	6.76209	0.00000	0.00000	0.00000	0.00000	0.02738	0.00536	0.00622	0.00256	-0.18189	0.02806	0.00446	0.00612	0.00191	-0.11703	-0.09923	0.46029	0.01443	0.76306	0.05933	0.00838	0.04253	0.00768	0.05051	0.00790	0.06931	0.00911	0.85054	0.04114	1.17079	0.04905	0.56343	0.05735	0.94499	0.42477	0.69436	0.00000	0.00000	100.00000	0.00000
96	211.81000	23.83514	5.13000	5.21470	132.17000	21.20286	58.87000	11.98136	15.64000	8.77442	1.63000	1.23818	0.04012	0.00764	0.02292	0.00635	0.10673	0.04166	0.00645	0.02100	0.00459	0.08039	-0.16333	0.34468	0.33897	0.54510	0.05670	0.01076	0.02518	0.00862	0.03805	0.00955	0.07542	0.01312	0.66739	0.08065	1.33749	0.09817	0.28695	0.07282	0.87789	0.54951	0.87509	84.00000	15.00000	1.00000	0.00000
97	283.80000	31.56295	20.55000	10.85944	66.61000	18.39016	190.72000	23.54106	5.92000	8.00959	0.73000	1.16495	0.02087	0.00848	0.05426	0.00873	0.20689	0.02044	0.00660	0.05543	0.00711	0.24733	0.02272	0.65402	-0.09313	0.31518	0.08806	0.01531	0.05049	0.01333	0.06877	0.01400	0.10707	0.01678	0.77923	0.05658	1.22108	0.07097	0.40539	0.07168	0.90002	0.50497	0.82654	64.00000	0.00000	36.00000	0.00000
98	236.90000	23.47488	51.65000	11.69989	8.45000	3.32077	176.80000	22.30560	0.00000	0.00000	0.00000	0.00000	0.00238	0.00116	0.04867	0.00781	0.11777	0.00238	0.00094	0.04983	0.00629	0.13446	-0.00930	0.88253	-0.10338	0.33065	0.09818	0.01334	0.07265	0.01275	0.08691	0.01296	0.11029	0.01438	0.88443	0.03766	1.12483	0.03940	0.59155	0.05698	0.95357	0.49425	0.72969	0.00000	0.00000	100.00000	0.00000
99	209.24000	23.59030	85.92000	19.08700	54.07000	13.32686	69.10000	16.21573	0.15000	0.96307	0.02000	0.19900	0.01562	0.00491	0.01944	0.00585	0.26229	0.01528	0.00383	0.01952	0.00466	0.25057	0.06035	0.62988	-0.03124	0.58014	0.12028	0.01753	0.10275	0.01796	0.11007	0.01765	0.13038	0.01745	0.91338	0.02928	1.08636	0.03276	0.74776	0.06122	0.97117	0.52319	0.70894	4.00000	0.00000	96.00000	0.00000
100	77.84000	9.72185	1.70000	1.82483	57.43000	9.52917	18.69000	5.10234	0.02000	0.14000	0.00000	0.00000	0.01086	0.00174	0.00520	0.00181	-0.07499	0.01619	0.00269	0.00527	0.00144	-0.15981	-1.31146	0.31031	-0.08504	0.68307	0.01282	0.00222	0.00479	0.00189	0.00669	0.00212	0.01976	0.00295	0.51650	0.11433	1.55344	0.13507	0.23090	0.07368	0.83785	0.58906	0.92906	2.00000	0.00000	63.00000	35.00000
101	223.90000	27.19430	12.55000	9.54502	126.74000	23.26784	73.37000	15.57026	11.24000	7.95377	1.37000	1.34651	0.03918	0.00873	0.02495	0.00804	-0.02361	0.03889	0.00704	0.02385	0.00572	0.02876	0.01707	0.44647	0.12909	0.58640	0.07068	0.01281	0.03861	0.01097	0.05260	0.01179	0.08947	0.01467	0.74174	0.07272	1.27275	0.08608	0.37934	0.07683	0.88957	0.46880	0.81395	94.00000	2.00000	4.00000	0.00000
102	169.94000	24.97071	9.01000	5.97745	11.67000	4.84779	148.02000	24.10642	1.24000	3.61972	0.22000	0.68673	0.00380	0.00274	0.03907	0.00770	0.11295	0.00364	0.00207	0.04207	0.00677	0.04908	0.08467	0.96479	-0.30679	0.34663	0.04852	0.01163	0.02709	0.00931	0.03084	0.00995	0.06534	0.01399	0.63180	0.12197	1.36417	0.16631	0.38603	0.07540	0.94210	0.61390	0.83029	19.00000	0.00000	81.00000	0.00000
103	360.85000	36.21308	16.34000	9.21002	163.68000	25.02754	167.79000	24.26120	13.04000	8.60339	1.23000	1.19879	0.04943	0.00917	0.05083	0.00963	0.14475	0.04981	0.00755	0.05097	0.00771	0.11974	-0.04010	0.36769	-0.02260	0.36601	0.10473	0.01390	0.05460	0.01174	0.08384	0.01279	0.12531	0.01588	0.79964	0.04802	1.19864	0.05786	0.35754	0.05761	0.85927	0.41871	0.81914	98.00000	1.00000	1.00000	0.00000
104	125.15000	19.04541	14.61000	7.02552	17.96000	6.34968	92.04000	18.42223	0.54000	1.44513	0.09000	0.44933	0.00535	0.00267	0.02596	0.00668	0.00795	0.00521	0.00193	0.02610	0.00523	0.02416	0.03527	0.84464	-0.04845	0.48121	0.04380	0.00927	0.02815	0.00814	0.03283	0.00890	0.05531	0.01031	0.74425	0.09063	1.27299	0.10645	0.47657	0.08747	0.92211	0.43610	0.74314	21.00000	0.00000	79.00000	0.00000
105	126.86000	15.03730	52.98000	9.29944	28.65000	9.05911	45.23000	11.26220	0.00000	0.00000	0.00000	0.00000	0.00825	0.00345	0.01279	0.00411	-0.11128	0.00808	0.00255	0.01275	0.00317	-0.03352	0.02083	0.75075	-0.01658	0.60532	0.07307	0.00948	0.06255	0.00935	0.06623	0.00916	0.08060	0.00946	0.90574	0.02887	1.10540	0.03502	0.75210	0.05480	0.96393	0.35210	0.58649	0.00000	0.00000	100.00000	0.00000
106	284.85000	26.10646	59.66000	12.74458	132.39000	21.30394	92.59000	19.16825	0.21000	0.62121	0.02000	0.14000	0.03695	0.00729	0.02589	0.00682	0.12084	0.03738	0.00599	0.02616	0.00541	0.06886	-0.05102	0.43086	-0.06321	0.50104	0.11863	0.01150	0.08722	0.01135	0.10489	0.01144	0.13239	0.01192	0.88357	0.03120	1.11729	0.03533	0.58754	0.05599	0.89306	0.32741	0.71534	14.00000	0.00000	86.00000	0.00000
107	247.01000	19.83154	51.45000	9.73589	148.08000	20.08615	47.48000	11.31855	0.00000	0.00000	0.00000	0.00000	0.04081	0.00653	0.01334	0.00433	-0.07889	0.04174	0.00566	0.01338	0.00319	-0.03377	-0.08946	0.36319	-0.05704	0.58422	0.10037	0.00882	0.07330	0.00931	0.08850	0.00875	0.11240	0.00906	0.88138	0.03104	1.12102	0.03538	0.58075	0.05319	0.91474	0.48598	0.79614	0.00000	0.00000	100.00000	0.00000
108	232.72000	23.24869	10.07000	5.55924	77.42000	14.67732	139.29000	18.45660	5.94000	4.79128	0.46000	0.65452	0.02363	0.00602	0.03781	0.00600	0.06315	0.02350	0.00465	0.04094	0.00536	0.07507	0.00502	0.53024	-0.31708	0.33404	0.06350	0.00785	0.03278	0.00686	0.04813	0.00709	0.08004	0.00980	0.75770	0.05695	1.26251	0.06942	0.35338	0.05951	0.83101	0.38666	0.82947	93.00000	1.00000	6.00000	0.00000
109	206.87000	28.64146	0.06000	0.31048	119.21000	26.94895	22.93000	8.76956	64.67000	23.51810	5.17000	2.54973	0.05125	0.00955	0.03106	0.01196	0.27120	0.05183	0.00759	0.02469	0.00767	0.38967	-0.05579	0.37966	0.97934	0.94869	0.05356	0.01036	0.01241	0.00625	0.01565	0.00862	0.08605	0.01583	0.29216	0.14123	1.61948	0.18476	0.13520	0.06336	0.55944	0.16959	0.89775	3.00000	96.00000	1.00000	0.00000
110	120.50000	16.66523	0.20000	1.05830	64.65000	11.00034	36.15000	8.18703	19.50000	9.63379	1.74000	1.15430	0.01991	0.00504	0.01586	0.00430	0.45421	0.02372	0.00424	0.01569	0.00354	0.48037	-0.68074	0.44101	0.03850	0.53288	0.02362	0.00591	0.00574	0.00327	0.00945	0.00348	0.03835	0.00874	0.40271	0.11805	1.64212	0.19150	0.13717	0.06043	0.77029	0.48324	0.91746	8.00000	92.00000	0.00000	0.00000
111	291.96000	27.53831	45.66000	14.54869	95.71000	18.40016	148.81000	23.43062	1.78000	2.81276	0.25000	0.62249	0.02776	0.00678	0.04246	0.00853	0.11103	0.02748	0.00551	0.04245	0.00673	0.12769	0.02971	0.48281	-0.01343	0.40187	0.11164	0.01410	0.07653	0.01411	0.09616	0.01368	0.12780	0.01453	0.86023	0.03738	1.14752	0.04828	0.52624	0.06607	0.91733	0.52411	0.81749	55.00000	0.00000	45.00000	0.00000
112	250.76000	24.55692	46.54000	12.25106	87.93000	16.44522	115.76000	20.29144	0.53000	1.36715	0.13000	0.41605	0.02490	0.00646	0.03262	0.00602	0.08027	0.02493	0.00474	0.03278	0.00574	-0.04972	-0.03273	0.53225	-0.00550	0.40291	0.10108	0.01167	0.07232	0.01191	0.08818	0.01196	0.11510	0.01168	0.87082	0.03867	1.14123	0.04387	0.56205	0.06316	0.92451	0.49331	0.78538	20.00000	0.00000	80.00000	0.00000
113	39.83000	7.10078	4.55000	2.13717	32.88000	6.90548	2.40000	1.76635	0.00000	0.00000	0.00000	0.00000	0.00741	0.00160	0.00061	0.00055	-0.23119	0.00927	0.00195	0.00068	0.00050	-0.27645	-0.76599	0.40555	-0.25307	0.90857	0.01018	0.00255	0.00617	0.00228	0.00677	0.00239	0.01475	0.00300	0.65365	0.11196	1.47062	0.16627	0.43203	0.09215	0.95306	0.63383	0.82522	0.00000	0.00000	100.00000	0.00000
